Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
malay,female,fat,51,yes,baby,big,blue,formal,pink,long sleeve,blue,short,clothes,W6,D8,no,23,0,9.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,male,fat,59,no,no_kids,small,black,casual,black,short_sleeve,green,short,blankets,W4,D7,no,57,1,12.0,2,Ampang,Partly cloudy,28,78,Normal Day,1,Second
malay,male,fat,34,no,no_kids,big,red,formal,grey,short_sleeve,purple,long,clothes,W4,D8,yes,15,3,8.0,2,Petaling Jaya,Partly cloudy,28,78,Normal Day,2,Third
indian,female,fat,48,yes,young,small,black,traditional,white,long sleeve,grey,short,blankets,W4,D8,yes,46,0,19.0,3,Ampang,Partly cloudy,28,78,Normal Day,1,Second
foreigner,male,fat,24,yes,toddler,small,white,formal,black,short_sleeve,red,long,blankets,W6,D7,no,29,0,18.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
foreigner,male,moderate,59,yes,young,small,red,traditional,green,short_sleeve,grey,short,clothes,W6,D7,no,39,4,20.0,2,Petaling Jaya,Partly cloudy,28,78,Normal Day,0,First
malay,female,moderate,48,yes,toddler,big,grey,traditional,yellow,short_sleeve,blue,long,clothes,W3,D10,no,32,3,21.0,2,Shah Alam,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,thin,36,yes,toddler,small,orange,casual,yellow,short_sleeve,blue,long,clothes,W4,D10,no,50,1,20.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,thin,58,yes,toddler,big,yellow,casual,black,long sleeve,white,long,blankets,W4,D10,no,55,5,17.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,moderate,36,no,no_kids,big,pink,traditional,red,long sleeve,grey,short,clothes,W3,D10,yes,50,1,11.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
malay,female,moderate,59,yes,young,big,green,casual,black,short_sleeve,pink,long,blankets,W4,D8,yes,17,2,12.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,thin,58,yes,baby,small,green,traditional,white,short_sleeve,blue,short,clothes,W4,D9,no,37,1,7.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,male,thin,45,yes,baby,small,grey,formal,yellow,short_sleeve,red,short,clothes,W6,D8,no,14,5,8.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,female,thin,53,yes,toddler,small,yellow,traditional,brown,long sleeve,orange,long,blankets,W3,D9,no,47,0,20.0,2,Petaling,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,thin,59,yes,toddler,small,pink,casual,black,long sleeve,yellow,long,clothes,W5,D9,no,41,1,8.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,female,moderate,50,yes,baby,small,red,casual,red,short_sleeve,red,long,blankets,W6,D9,yes,51,0,21.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,thin,36,yes,toddler,small,orange,casual,blue,short_sleeve,white,long,blankets,W3,D7,yes,36,5,11.0,1,Petaling,Partly cloudy,28,78,Normal Day,2,Third
indian,male,fat,40,yes,toddler,big,brown,formal,red,short_sleeve,blue,short,blankets,W5,D8,yes,42,1,15.0,2,Petaling Jaya,Partly cloudy,28,78,Normal Day,1,Second
foreigner,male,moderate,34,no,no_kids,big,pink,traditional,purple,long sleeve,red,long,blankets,W3,D7,no,35,4,12.0,1,Petaling,Partly cloudy,28,78,Normal Day,2,Third
indian,male,fat,53,yes,toddler,small,brown,traditional,grey,long sleeve,blue,short,clothes,W4,D10,no,58,3,15.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,fat,54,yes,baby,small,black,traditional,grey,long sleeve,blue,short,clothes,W4,D8,yes,44,1,20.0,1,Petaling,Partly cloudy,28,78,Normal Day,1,Second
indian,male,thin,54,no,no_kids,big,green,formal,red,long_sleeve,pink,short,blankets,W4,D7,no,41,2,8.0,2,Petaling,Partly cloudy,28,78,Normal Day,0,First
malay,female,moderate,30,yes,young,big,grey,formal,grey,long sleeve,green,short,blankets,W6,D7,yes,46,1,9.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,male,thin,54,yes,baby,big,blue,casual,orange,long sleeve,yellow,long,clothes,W4,D10,yes,25,2,11.0,3,Petaling,Partly cloudy,28,78,Normal Day,0,First
chinese,male,moderate,29,no,no_kids,big,white,formal,blue,long sleeve,orange,long,blankets,W4,D7,no,19,5,19.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,male,thin,43,no,no_kids,big,black,formal,grey,long sleeve,yellow,long,clothes,W6,D9,yes,39,3,11.0,1,Petaling,Partly cloudy,28,78,Normal Day,1,Second
indian,male,thin,55,no,no_kids,big,brown,formal,red,short_sleeve,white,long,clothes,W3,D10,no,29,5,20.0,3,Petaling Jaya,Partly cloudy,28,78,Normal Day,0,First
chinese,female,thin,33,yes,young,big,purple,casual,white,long sleeve,blue,long,clothes,W5,D9,no,40,1,20.0,3,Shah Alam,Partly cloudy,28,78,Normal Day,1,Second
chinese,male,moderate,40,yes,toddler,small,white,traditional,grey,long sleeve,blue,short,clothes,W4,D10,no,12,5,9.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,female,fat,26,yes,toddler,big,blue,formal,white,short_sleeve,blue,long,blankets,W3,D10,yes,48,2,16.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,male,fat,27,yes,baby,small,green,traditional,orange,long sleeve,black,short,clothes,W6,D7,no,54,2,11.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,male,moderate,27,yes,young,small,purple,traditional,black,short_sleeve,blue,long,clothes,W4,D7,no,22,0,10.0,2,Petaling Jaya,Partly cloudy,28,78,Normal Day,2,Third
malay,female,fat,31,yes,toddler,big,black,casual,yellow,short_sleeve,pink,long,blankets,W5,D7,yes,48,3,17.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,fat,51,yes,toddler,small,purple,traditional,purple,short_sleeve,purple,short,blankets,W6,D7,yes,15,2,7.0,1,Ampang,Partly cloudy,28,78,Normal Day,0,First
malay,female,thin,46,yes,toddler,big,orange,formal,yellow,short_sleeve,black,long,blankets,W6,D10,yes,51,4,10.0,3,Petaling Jaya,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,moderate,18,no,no_kids,small,yellow,casual,blue,short_sleeve,green,short,clothes,W5,D7,yes,24,5,20.0,2,Petaling,Partly cloudy,28,78,Normal Day,2,Third
chinese,female,thin,18,yes,toddler,big,red,traditional,red,long sleeve,black,short,blankets,W6,D10,yes,22,5,17.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,male,fat,36,yes,young,small,brown,casual,orange,short_sleeve,orange,long,blankets,W4,D8,yes,39,5,20.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,thin,32,no,no_kids,small,green,formal,white,short_sleeve,blue,long,blankets,W3,D7,yes,21,5,19.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,male,fat,25,yes,toddler,big,blue,formal,pink,long sleeve,grey,long,clothes,W3,D10,yes,42,0,16.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,male,thin,42,yes,young,small,white,traditional,red,short_sleeve,purple,short,blankets,W6,D8,yes,51,3,15.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,thin,20,yes,baby,big,orange,traditional,red,short_sleeve,pink,short,clothes,W5,D7,yes,40,2,11.0,3,Petaling,Partly cloudy,28,78,Normal Day,2,Third
chinese,male,thin,45,yes,baby,small,red,formal,blue,short_sleeve,yellow,long,clothes,W3,D7,yes,13,1,13.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,fat,57,no,no_kids,big,pink,casual,red,long sleeve,blue,long,clothes,W6,D9,yes,13,4,17.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,male,fat,19,yes,baby,big,orange,casual,white,long sleeve,green,long,blankets,W3,D8,no,34,1,7.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
chinese,female,thin,41,yes,toddler,big,black,traditional,white,short_sleeve,blue,short,blankets,W6,D10,no,49,2,7.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,male,moderate,24,yes,toddler,big,purple,formal,brown,short_sleeve,green,long,clothes,W3,D10,yes,34,4,17.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
indian,female,thin,42,no,no_kids,small,white,formal,green,long sleeve,black,short,clothes,W5,D9,yes,16,3,12.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,female,fat,51,yes,toddler,big,white,casual,black,long sleeve,red,short,blankets,W4,D8,no,20,5,14.0,2,Shah Alam,Partly cloudy,28,78,Normal Day,0,First
malay,male,thin,48,yes,toddler,small,pink,casual,red,long sleeve,blue,short,blankets,W6,D7,yes,42,2,19.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,male,thin,51,yes,toddler,small,yellow,casual,grey,long sleeve,black,long,blankets,W6,D9,yes,58,5,20.0,2,Petaling,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,thin,46,yes,toddler,small,pink,traditional,purple,long sleeve,green,short,clothes,W3,D7,yes,16,1,12.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,female,thin,31,yes,baby,small,purple,casual,blue,short_sleeve,orange,long,blankets,W6,D10,yes,16,1,16.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
indian,female,moderate,55,no,no_kids,small,red,formal,white,long sleeve,blue,short,blankets,W3,D8,yes,53,3,9.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
malay,female,moderate,56,no,no_kids,small,yellow,formal,pink,long sleeve,blue,long,blankets,W6,D7,yes,54,5,20.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,moderate,60,yes,baby,small,brown,casual,blue,long sleeve,grey,short,clothes,W4,D9,yes,46,0,7.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,fat,38,yes,toddler,small,green,formal,grey,long sleeve,grey,long,blankets,W3,D7,yes,51,1,19.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,male,fat,59,yes,young,big,orange,traditional,black,long sleeve,blue,long,blankets,W5,D7,yes,50,1,15.0,3,Ampang,Partly cloudy,28,78,Normal Day,1,Second
chinese,female,moderate,36,yes,toddler,small,purple,formal,blue,long sleeve,orange,long,blankets,W3,D7,no,29,1,13.0,3,Ampang,Partly cloudy,28,78,Normal Day,2,Third
indian,female,thin,28,yes,toddler,big,green,traditional,green,long sleeve,blue,short,blankets,W5,D10,no,19,0,20.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
foreigner,female,thin,42,yes,young,small,brown,formal,black,short_sleeve,blue,short,clothes,W6,D8,no,35,1,13.0,3,Ampang,Partly cloudy,28,78,Normal Day,0,First
indian,male,thin,60,yes,baby,small,green,traditional,yellow,long sleeve,green,short,clothes,W6,D10,no,37,3,15.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,male,moderate,59,yes,young,small,purple,formal,white,long sleeve,orange,long,clothes,W3,D10,no,22,2,8.0,3,Ampang,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,fat,31,yes,baby,big,brown,casual,orange,long sleeve,blue,short,blankets,W4,D8,no,30,2,19.0,2,Ampang,Partly cloudy,28,78,Normal Day,2,Third
malay,female,thin,47,yes,toddler,small,orange,traditional,purple,short_sleeve,black,short,clothes,W5,D9,yes,12,3,21.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,female,thin,50,yes,toddler,big,brown,casual,purple,short_sleeve,blue,long,blankets,W3,D7,no,19,1,12.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
chinese,female,fat,27,yes,young,small,red,formal,green,short_sleeve,blue,short,clothes,W4,D8,no,43,0,8.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,female,thin,52,yes,toddler,big,white,formal,grey,long sleeve,red,long,blankets,W4,D7,no,53,2,20.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
malay,female,fat,22,no,no_kids,small,green,casual,black,short_sleeve,purple,long,clothes,W4,D8,yes,43,5,9.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,female,fat,23,yes,young,big,black,formal,green,short_sleeve,blue,short,blankets,W5,D7,no,20,3,21.0,3,Ampang,Partly cloudy,28,78,Normal Day,2,Third
malay,male,moderate,34,no,no_kids,big,brown,traditional,pink,long sleeve,yellow,long,blankets,W5,D8,yes,12,2,15.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,male,fat,41,yes,young,small,green,casual,grey,long sleeve,green,short,clothes,W5,D9,yes,24,5,7.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
indian,female,fat,46,yes,young,small,green,formal,yellow,long sleeve,orange,long,blankets,W3,D9,no,25,3,15.0,2,Petaling,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,thin,59,no,no_kids,small,black,casual,black,short_sleeve,brown,short,clothes,W6,D10,no,47,3,7.0,3,Ampang,Partly cloudy,28,78,Normal Day,1,Second
malay,female,thin,18,yes,young,small,brown,traditional,orange,long sleeve,blue,long,clothes,W5,D8,no,30,5,10.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
foreigner,female,moderate,38,yes,toddler,big,red,casual,pink,short_sleeve,green,long,blankets,W3,D8,no,16,3,7.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,2,Third
malay,male,fat,46,yes,toddler,small,red,traditional,blue,short_sleeve,green,long,clothes,W6,D9,no,12,5,17.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,male,thin,26,no,no_kids,small,white,traditional,pink,long sleeve,red,long,blankets,W6,D10,yes,50,1,13.0,1,Petaling Jaya,Partly cloudy,28,78,Normal Day,1,Second
chinese,male,thin,39,yes,baby,small,grey,casual,pink,long sleeve,red,long,clothes,W3,D7,yes,52,0,13.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
malay,male,moderate,24,yes,toddler,small,red,formal,black,short_sleeve,grey,long,blankets,W3,D8,no,59,5,13.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
foreigner,male,moderate,49,yes,baby,small,yellow,formal,purple,short_sleeve,blue,short,clothes,W3,D9,yes,21,1,21.0,3,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
foreigner,female,moderate,29,yes,toddler,big,yellow,casual,red,short_sleeve,green,short,clothes,W3,D10,no,48,1,10.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,female,thin,46,yes,young,small,brown,traditional,blue,short_sleeve,blue,short,clothes,W4,D8,yes,15,1,11.0,3,Petaling Jaya,Partly cloudy,28,78,Normal Day,0,First
foreigner,female,moderate,41,yes,baby,big,green,traditional,grey,long sleeve,black,short,blankets,W6,D8,no,52,4,20.0,1,Kuala Lumpur,Partly cloudy,28,78,Normal Day,1,Second
indian,male,fat,49,yes,young,small,grey,casual,red,short_sleeve,blue,short,blankets,W3,D9,no,25,5,12.0,2,Kuala Lumpur,Partly cloudy,28,78,Normal Day,0,First
chinese,male,thin,32,no,no_kids,small,grey,formal,white,long sleeve,black,long,clothes,W6,D7,yes,15,2,8.0,2,Petaling,Passing clouds,28,78,Normal Day,2,Third
malay,male,thin,25,yes,toddler,big,brown,traditional,brown,short_sleeve,brown,long,blankets,W3,D7,no,36,2,12.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,2,Third
chinese,female,fat,27,yes,toddler,small,white,casual,grey,short_sleeve,white,long,blankets,W6,D8,no,50,2,20.0,1,Shah Alam,Passing clouds,28,78,Normal Day,1,Second
indian,female,thin,52,yes,baby,big,yellow,formal,green,long sleeve,white,long,clothes,W5,D10,yes,25,3,17.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
chinese,female,moderate,36,yes,young,big,pink,traditional,pink,long sleeve,green,short,blankets,W6,D7,no,20,1,10.0,2,Petaling Jaya,Passing clouds,28,78,Normal Day,2,Third
foreigner,male,moderate,23,yes,young,big,black,formal,blue,long sleeve,purple,long,blankets,W6,D8,yes,58,0,14.0,3,Petaling,Passing clouds,28,78,Normal Day,1,Second
indian,female,thin,52,yes,baby,small,yellow,traditional,grey,short_sleeve,pink,short,clothes,W5,D10,yes,43,3,15.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
malay,male,fat,59,yes,toddler,big,purple,casual,orange,long_sleeve,blue,short,blankets,W6,D10,no,49,5,18.0,3,Ampang,Passing clouds,28,78,Normal Day,1,Second
indian,female,fat,19,yes,toddler,small,white,formal,white,long sleeve,purple,short,clothes,W3,D10,no,18,5,20.0,1,Petaling,Passing clouds,28,78,Normal Day,2,Third
indian,male,moderate,22,no,no_kids,big,orange,traditional,pink,short_sleeve,yellow,short,blankets,W3,D7,yes,25,2,17.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,2,Third
indian,male,moderate,42,yes,young,small,black,formal,yellow,long sleeve,blue,long,clothes,W4,D9,yes,13,5,7.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
foreigner,female,thin,20,yes,young,big,blue,traditional,purple,short_sleeve,orange,short,blankets,W6,D10,no,40,4,7.0,3,Shah Alam,Passing clouds,28,78,Normal Day,2,Third
foreigner,female,fat,58,no,no_kids,big,grey,formal,red,long sleeve,blue,short,clothes,W3,D7,yes,52,5,9.0,1,Ampang,Passing clouds,28,78,Normal Day,1,Second
malay,male,thin,52,yes,baby,small,red,casual,brown,short_sleeve,blue,long,clothes,W3,D7,yes,55,0,14.0,2,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
malay,female,fat,41,yes,toddler,big,black,formal,green,short_sleeve,blue,short,blankets,W5,D8,no,20,3,21.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
chinese,female,moderate,36,yes,young,small,white,traditional,purple,long sleeve,purple,long,blankets,W6,D7,yes,54,0,7.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
chinese,female,moderate,42,no,no_kids,big,yellow,formal,red,long sleeve,purple,long,clothes,W5,D8,no,58,4,13.0,3,Shah Alam,Passing clouds,28,78,Normal Day,1,Second
indian,male,thin,44,no,no_kids,small,green,formal,white,long sleeve,brown,short,clothes,W4,D7,yes,42,3,20.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
malay,female,moderate,20,yes,young,small,black,formal,yellow,short_sleeve,brown,long,clothes,W5,D8,no,37,2,17.0,2,Kuala Lumpur,Passing clouds,28,78,Normal Day,2,Third
chinese,female,thin,39,yes,toddler,big,purple,formal,brown,long sleeve,orange,short,clothes,W6,D10,no,41,2,20.0,2,Petaling Jaya,Passing clouds,28,78,Normal Day,1,Second
indian,female,thin,49,yes,baby,big,black,formal,blue,short_sleeve,purple,short,blankets,W5,D9,yes,40,1,11.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
indian,male,fat,30,no,no_kids,big,red,casual,black,long sleeve,blue,short,clothes,W3,D7,no,54,1,17.0,1,Petaling Jaya,Passing clouds,28,78,Normal Day,1,Second
indian,male,moderate,18,yes,baby,big,brown,traditional,yellow,short_sleeve,blue,long,clothes,W6,D10,no,17,0,19.0,3,Petaling Jaya,Passing clouds,28,78,Normal Day,2,Third
chinese,male,thin,32,yes,baby,small,red,traditional,brown,short_sleeve,purple,long,blankets,W5,D10,yes,41,0,9.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
malay,female,fat,45,yes,toddler,small,brown,traditional,white,long sleeve,purple,long,blankets,W4,D9,yes,37,4,17.0,1,Petaling Jaya,Passing clouds,28,78,Normal Day,0,First
indian,male,fat,45,yes,young,big,yellow,formal,pink,long sleeve,orange,long,blankets,W6,D9,yes,35,5,16.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
foreigner,male,fat,43,no,no_kids,big,black,traditional,orange,long sleeve,blue,short,blankets,W4,D7,yes,12,5,12.0,2,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
foreigner,male,moderate,55,yes,young,small,yellow,traditional,brown,long sleeve,brown,long,clothes,W5,D8,yes,49,3,18.0,2,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
chinese,male,fat,43,yes,toddler,big,orange,casual,blue,long sleeve,blue,short,clothes,W6,D10,no,18,2,21.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
foreigner,male,thin,18,yes,baby,big,black,traditional,black,short_sleeve,yellow,short,clothes,W3,D8,yes,59,2,18.0,1,Ampang,Passing clouds,28,78,Normal Day,1,Second
foreigner,female,moderate,31,yes,baby,big,yellow,traditional,blue,short_sleeve,grey,short,blankets,W5,D9,no,53,1,9.0,2,Petaling,Passing clouds,28,78,Normal Day,1,Second
malay,female,moderate,42,yes,young,big,purple,traditional,orange,short_sleeve,blue,long,clothes,W3,D9,yes,35,1,17.0,3,Ampang,Passing clouds,28,78,Normal Day,0,First
indian,female,fat,55,yes,young,small,white,formal,pink,short_sleeve,blue,long,blankets,W3,D7,no,60,3,7.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
foreigner,female,thin,43,yes,young,small,orange,formal,orange,short_sleeve,orange,long,blankets,W4,D8,no,15,4,15.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
foreigner,male,thin,58,yes,toddler,small,black,casual,brown,long sleeve,orange,short,clothes,W5,D8,no,27,1,7.0,1,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
malay,female,thin,38,yes,young,big,grey,formal,black,long sleeve,black,long,clothes,W6,D8,yes,56,4,19.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
malay,female,moderate,46,yes,young,small,black,traditional,brown,short_sleeve,purple,long,blankets,W3,D10,no,37,4,11.0,2,Kuala Lumpur,Passing clouds,28,78,Normal Day,0,First
indian,male,fat,32,no,no_kids,small,blue,formal,black,long sleeve,blue,long,clothes,W6,D7,no,47,3,17.0,3,Kuala Lumpur,Passing clouds,28,78,Normal Day,1,Second
chinese,male,thin,49,yes,baby,big,black,formal,brown,long sleeve,black,long,clothes,W6,D10,yes,58,0,14.0,2,Petaling Jaya,Passing clouds,28,78,Normal Day,1,Second
foreigner,male,fat,39,no,no_kids,big,yellow,traditional,brown,long sleeve,red,long,blankets,W4,D10,no,45,3,17.0,1,Petaling,Passing clouds,28,78,Normal Day,1,Second
chinese,female,moderate,18,yes,toddler,big,purple,casual,black,long sleeve,white,long,clothes,W5,D8,yes,25,3,12.0,3,Petaling,Passing clouds,28,78,Normal Day,2,Third
indian,female,thin,42,yes,toddler,small,black,casual,red,short_sleeve,black,long,clothes,W6,D7,no,35,3,13.0,2,Shah Alam,Passing clouds,28,78,Normal Day,0,First
